ID,item_cnt_month
425,0.20136878
426,0.11822859
427,0.11822859
428,1.0466554
429,0.5192013
430,0.91512907
431,0.6417824
432,0.097240865
433,0.11822859
434,0.1263393
435,0.7776871
436,0.10740043
437,0.7894832
438,0.6724522
439,0.66156435
440,0.18601911
441,0.30075347
442,0.20922026
443,0.29090002
444,0.1260863
445,0.40405947
446,0.3038962
447,0.28417546
448,0.39815348
449,0.56376743
450,0.39815348
451,0.2452317
452,0.2090666
453,0.22580266
454,0.4650861
455,0.19210857
456,0.4156646
457,0.11822859
458,0.5892115
459,0.6296826
460,20.0
461,1.1501083
462,0.39815348
463,0.6315191
464,0.67307246
465,0.11822859
466,0.11822859
467,0.11822859
468,0.11822859
469,0.44949389
470,0.39815348
471,0.51684475
472,0.1465751
473,0.11822859
474,1.0568818
475,1.424487
476,0.11822859
477,0.09250443
478,0.10168494
479,0.11822859
480,0.11822859
481,0.11822859
482,0.14019193
483,0.39815348
484,0.96098936
485,0.560619
486,0.66420823
487,0.18254822
488,0.11822859
489,2.1541257
490,0.16361795
491,0.11822859
492,0.4656765
493,0.11822859
494,0.3350378
495,0.13178203
496,0.12687565
497,0.11822859
498,5.5812445
499,0.11822859
500,0.11822859
501,0.55106235
502,0.4838754
503,0.11822859
504,1.0979372
505,0.72576046
506,0.9988487
507,0.16986255
508,0.8138342
509,0.41584462
510,0.13313562
511,0.2052433
512,0.28461868
513,0.11822859
514,0.097240865
515,0.11822859
516,0.20922026
517,0.50630814
518,0.784052
519,0.5186745
520,0.40324157
521,0.6802457
522,0.5825211
523,1.2129152
524,0.1465751
525,0.59530175
526,0.4137409
527,0.14825076
528,0.11342374
529,0.090993375
530,0.11822859
531,0.65152633
532,0.09508397
533,0.15405194
534,0.11822859
535,0.100110844
536,0.11822859
537,0.24845237
538,0.465935
539,0.2696069
540,0.756358
541,0.11822859
542,0.38210654
543,0.15175308
544,0.12801464
545,0.11822859
546,0.39680296
547,0.12201503
548,0.13876459
549,0.085403174
550,0.11822859
551,0.371852
552,0.6906607
553,0.10289705
554,0.11457247
555,0.29684097
556,0.21156955
557,0.16820413
558,0.11822859
559,0.18867262
560,0.36078817
561,0.79751396
562,0.14059523
563,0.11822859
564,0.11822859
565,0.2384556
566,0.13318542
567,0.11822859
568,0.3030694
569,0.1800065
570,0.11822859
571,0.11822859
572,0.8114357
573,0.23622973
574,0.11822859
575,0.11822859
576,0.26955837
577,0.11822859
578,0.11822859
579,0.40795183
580,0.11822859
581,0.11822859
582,0.11822859
583,0.11822859
584,0.7763604
585,0.11104469
586,0.11822859
587,0.65179265
588,2.3964033
589,0.2318537
590,0.4683481
591,0.2916147
592,1.9784765
593,0.16308081
594,0.191048
595,0.26730907
596,0.14787923
597,0.11822859
598,0.10860074
599,0.11822859
600,0.12942693
601,0.20873165
602,0.11822859
603,0.12088763
604,0.1762633
605,0.14049359
606,0.08597222
607,0.11822859
608,0.09609495
609,0.5083416
610,0.37586236
611,0.6830318
612,0.11822859
613,0.11822859
614,0.11822859
615,0.8019004
616,0.39815348
617,0.3272211
618,0.49265242
619,0.12687565
620,0.43553513
621,0.11822859
622,0.11822859
623,0.5297855
624,0.39815348
625,0.39815348
626,0.8114357
627,0.11822859
628,0.14399633
629,0.1465751
630,0.22678283
631,0.11822859
632,0.1465751
633,0.11822859
634,0.6672277
635,0.4145744
636,0.11822859
637,0.2550453
638,0.380228
639,0.22735178
640,0.6315259
641,0.69220936
642,0.14954461
643,0.11822859
644,0.13741793
645,0.11822859
646,0.8114357
647,0.12687565
648,0.11822859
649,0.1465751
650,0.1889806
651,0.85740614
652,0.11822859
653,0.15008047
654,0.26368394
655,0.39815348
656,0.409865
657,0.11822859
658,0.11822859
659,0.15991667
660,0.52870536
661,0.28557563
662,0.11822859
663,1.1179061
664,0.16838849
665,0.46416378
666,0.16047423
667,0.11822859
668,0.71252704
669,0.1465751
670,0.13376746
671,0.18787934
672,0.2736904
673,0.72518706
674,0.11822859
675,0.11822859
676,0.46892595
677,0.7808733
678,0.20922026
679,0.8216455
680,0.11822859
681,0.16800208
682,0.5439338
683,0.11822859
684,0.71252704
685,0.39815348
686,0.29684097
687,0.39815348
688,0.30478907
689,0.11822859
690,0.11822859
691,0.2454223
692,0.22341447
693,0.17910822
694,0.11822859
695,0.74378335
696,0.11822859
697,0.11822859
698,0.11822859
699,0.11822859
700,1.424487
701,0.11822859
702,1.3575594
703,1.3575594
704,0.11822859
705,0.11822859
706,0.12673661
707,0.11822859
708,0.11827316
709,2.2064257
710,0.23828138
711,0.28366092
712,0.11822859
713,0.5065886
714,0.20922026
715,0.11822859
716,0.4228171
717,0.21886295
718,0.11822859
719,0.11822859
720,0.11822859
721,0.51432616
722,0.09744276
723,1.8235412
724,0.15497792
725,0.49265242
726,0.4491548
727,0.71252704
728,0.11822859
729,0.99993443
730,0.16317809
731,0.13634083
732,0.96121037
733,0.11822859
734,0.71252704
735,0.20922026
736,0.39815348
737,0.610536
738,0.49265242
739,0.2571965
740,0.20922026
741,0.11051647
742,0.11822859
743,0.39815348
744,0.4673413
745,0.49265242
746,0.29684097
747,0.38322985
748,0.6080346
749,0.11822859
750,0.4075377
751,0.095857486
752,0.28366092
753,0.08025713
754,1.3044012
755,0.4228171
756,0.11822859
757,0.43924344
758,0.100065425
759,0.0961785
760,0.88612473
761,0.40489554
762,0.08312827
763,1.808207
764,0.28366092
765,0.12687565
766,0.20922026
767,0.41590005
768,0.63464195
769,0.36466172
770,0.11822859
771,0.11822859
772,0.20922026
773,0.11822859
774,0.11822859
775,0.11822859
776,0.39815348
777,0.39815348
778,0.11822859
779,0.39815348
780,0.11822859
781,1.0568818
782,0.8224926
783,0.39815348
784,0.11822859
785,1.0568818
786,2.1401603
787,1.1606896
788,0.11822859
789,0.39815348
790,0.11822859
791,0.11822859
792,0.11822859
793,2.9967234
794,0.11822859
795,0.11822859
796,0.11822859
797,0.39815348
798,0.11822859
799,1.3673801
800,0.39815348
801,0.14907503
802,0.11822859
803,0.11822859
804,0.12485879
805,0.11822859
806,0.0748308
807,0.21888499
808,0.51261985
809,0.11822859
810,0.52561426
811,0.5016861
812,0.3844343
813,0.12687565
814,0.13376327
815,0.4526585
816,0.36490858
817,0.11822859
818,0.11822859
819,0.25000182
820,0.31936818
821,0.1581943
822,0.41833693
823,0.11822859
824,0.32796246
825,0.35648143
826,0.1465751
827,0.11822859
828,0.14020133
829,0.21779174
830,1.0568818
831,0.1855819
832,0.15653393
833,0.6153927
834,1.0568818
835,0.20184615
836,0.11822859
837,0.7918768
838,0.49192244
839,0.094000444
840,0.11822859
841,0.1855819
842,0.1260863
843,0.11822859
844,0.29684097
845,0.11822859
846,0.13133186
847,0.39815348
848,0.24708453
849,0.12690662
850,0.21400514
851,0.11822859
852,0.5137014
853,0.11822859
854,0.29684097
855,0.83105004
856,0.39815348
857,1.1272771
858,0.11822859
859,0.7823243
860,0.11657559
861,0.11822859
862,0.20922026
863,0.39815348
864,0.3930264
865,0.5578866
866,0.40415275
867,0.13876459
868,1.0085903
869,0.16922629
870,0.7842995
871,0.16820413
872,0.17397238
873,0.44757503
874,0.43167567
875,1.2287594
876,0.17859876
877,0.100065425
878,0.32740363
879,0.49265242
880,0.13376272
881,0.39815348
882,0.52736795
883,1.424487
884,0.63624185
885,0.8750386
886,0.1751431
887,0.35095984
888,0.23394231
889,0.08158231
890,0.46047395
891,0.49347487
892,0.13781723
893,0.19750327
894,0.29684097
895,0.20922026
896,0.11822859
897,0.15286368
898,0.077528805
899,0.49265242
900,0.14571753
901,1.1750569
902,0.12687565
903,0.11822859
904,0.42536628
905,0.33368966
906,1.9119172
907,0.24012858
908,0.35475954
909,0.11822859
910,0.27938253
911,0.13606791
912,1.2873064
913,0.5843475
914,0.11822859
915,0.20461813
916,0.22922336
917,0.07033515
918,0.20750263
919,0.44371918
920,0.11822859
921,1.0351739
922,0.12687565
923,0.13876459
924,0.38316917
925,0.26547924
926,0.3216363
927,0.21548155
928,0.39526767
929,0.40115714
930,0.11822859
931,0.11822859
932,0.41677767
933,0.3582061
934,0.11822859
935,0.20922026
936,0.39815348
937,0.958349
938,0.12438181
939,0.2685047
940,0.1465751
941,0.45554814
942,0.11822859
943,0.48748785
944,0.13781723
945,0.11822859
946,0.21033499
947,0.07872169
948,0.39815348
949,0.12528907
950,0.20922026
951,0.11822859
952,0.08816643
953,0.11822859
954,0.34912154
955,0.39815348
956,0.40070933
957,0.091333866
958,0.6191822
959,0.11822859
960,0.11822859
961,0.2658988
962,0.48688814
963,0.1465751
964,0.1465751
965,0.11822859
966,0.34709615
967,0.11822859
968,0.08044995
969,0.19556409
970,0.11822859
971,0.1498958
972,0.14209983
973,0.6044568
974,0.20725581
975,0.07694419
976,0.3745087
977,0.75990057
978,0.35616732
979,1.0635827
980,0.47433385
981,0.31973043
982,0.5924792
983,0.09367818
984,0.11822859
985,0.62601006
986,0.1855819
987,0.5854671
988,0.12142536
989,0.11822859
990,0.11822859
991,0.25555617
992,0.27128285
993,1.0568818
994,0.6775673
995,0.24171837
996,0.11822859
997,0.1800971
998,0.19118637
999,0.18781587
1000,0.7754451
1001,0.16361795
1002,0.62091184
1003,0.11822859
1004,0.20140758
1005,0.16879487
1006,0.11822859
1007,0.08075492
1008,0.6855219
1009,0.3036701
1010,0.16940962
1011,0.3844343
1012,0.5717285
1013,1.6911966
1014,0.11822859
1015,0.11822859
1016,0.11822859
1017,0.11822859
1018,0.18561447
1019,0.20922026
1020,0.11822859
1021,0.27687836
1022,0.18270421
1023,0.19376652
1024,0.4619787
1025,0.09209044
1026,0.51432616
1027,0.22340944
1028,0.11822859
1029,0.23978946
1030,0.21333273
1031,0.39815348
1032,1.3758942
1033,0.11822859
1034,0.57585454
1035,0.21255504
1036,0.07886624
1037,0.9972745
1038,0.11822859
1039,0.16016296
1040,0.49519637
1041,0.11822859
1042,0.11822859
1043,0.16389383
1044,0.36202335
1045,0.20922026
1046,0.51895845
1047,0.20922026
1048,0.35355684
1049,0.11822859
1050,0.11822859
1051,0.11822859
1052,0.11822859
1053,0.11822859
1054,0.11822859
1055,0.45580864
1056,0.44475287
1057,0.11822859
1058,0.11822859
1059,1.3602493
1060,0.12196695
1061,0.11822859
1062,0.08171512
1063,0.24241081
1064,0.25216803
1065,0.093096316
1066,0.42076427
1067,0.40361333
1068,0.14967622
1069,0.39815348
1070,0.22610661
1071,0.16288427
1072,0.11822859
1073,0.20922026
1074,0.20922026
1075,0.20922026
1076,0.25911248
1077,0.11822859
1078,0.11822859
1079,0.29252735
1080,0.18481487
1081,0.11822859
1082,0.13396242
1083,0.20502685
1084,0.2392498
1085,0.17632237
1086,0.11822859
1087,0.14807248
1088,0.41677767
1089,0.6559831
1090,1.808207
1091,0.11822859
1092,0.5534936
1093,0.25617018
1094,0.1465751
1095,0.14605391
1096,0.1465751
1097,0.15229529
1098,0.11822859
1099,0.14960966
1100,0.26477724
1101,0.20922026
1102,0.24090405
1103,0.90624213
1104,1.2768308
1105,0.22741857
1106,0.11822859
1107,0.6951468
1108,0.1581943
1109,0.11822859
1110,0.30390853
1111,0.11822859
1112,0.34932762
1113,0.11822859
1114,0.34397587
1115,0.113907255
1116,0.1465751
1117,0.11822859
1118,0.088288516
1119,0.20048016
1120,0.37568426
1121,0.16634393
1122,0.2577844
1123,0.11822859
1124,0.13133186
1125,0.1978612
1126,0.47985777
1127,0.116540805
1128,0.19058937
1129,0.37082493
1130,0.24806711
1131,0.11822859
1132,0.080506146
1133,0.14674762
1134,0.21315688
1135,0.1388154
1136,0.24832557
1137,1.0566959
1138,0.29001737
1139,0.15175308
1140,0.39342594
1141,0.15297763
1142,0.18900675
1143,0.1260863
1144,0.13175306
1145,0.4829083
1146,0.115086794
1147,0.11822859
1148,0.11822859
1149,0.20927155
1150,0.13133186
1151,0.4395901
1152,0.11822859
1153,0.3710305
1154,0.7527716
1155,0.39815348
1156,0.2140243
1157,1.8048781
1158,1.2753549
1159,0.16672683
1160,0.26648676
1161,0.38984644
1162,0.30414444
1163,0.11822859
1164,0.15527797
1165,0.11822859
1166,0.11822859
1167,0.11822859
1168,0.11822859
1169,0.11822859
1170,0.39815348
1171,0.11822859
1172,0.11822859
1173,0.14425817
1174,0.11822859
1175,0.11822859
1176,0.11822859
1177,0.11888266
1178,0.24320138
1179,0.1032152
1180,0.47021508
1181,0.13746573
1182,0.1465751
1183,0.11822859
1184,0.10250132
1185,0.15919715
1186,0.11822859
1187,0.11822859
1188,0.14399633
1189,1.0568818
1190,0.14954461
1191,0.12088763
1192,0.11822859
1193,1.0047822
1194,0.13821948
1195,0.35987264
1196,0.13133186
1197,0.11659545
1198,0.11822859
1199,0.3409638
1200,0.27571583
1201,0.11822859
1202,0.22024271
1203,0.49120143
1204,0.11822859
1205,0.87509596
1206,0.09209044
1207,0.11822859
1208,0.11893549
1209,0.15785423
1210,0.1909635
1211,0.19633983
1212,1.8667727
1213,0.67882884
1214,0.4471115
1215,0.19210857
1216,0.52662516
1217,0.54954314
1218,0.25608426
1219,0.13640746
1220,0.11822859
1221,0.11822859
1222,0.15895995
1223,0.13396242
1224,0.2619142
1225,0.11822859
1226,0.19508147
1227,0.11822859
1228,0.33894712
1229,0.27949938
1230,0.11822859
1231,0.46730128
1232,0.24846351
1233,0.25768346
1234,0.09209044
1235,0.28366092
1236,0.365685
1237,0.41381267
1238,0.11822859
1239,1.0568818
1240,0.19173908
1241,0.36553696
1242,0.20494302
1243,0.39815348
1244,0.1465751
1245,0.1260863
1246,0.9283465
1247,0.38180366
1248,0.37469572
1249,0.14213926
1250,0.21715215
1251,0.11822859
1252,0.25725165
1253,0.39815348
1254,0.7212713
1255,0.28719348
1256,0.58680046
1257,0.13640746
1258,0.11822859
1259,0.11822859
1260,0.11822859
1261,0.22657475
1262,0.11822859
1263,0.20349218
1264,1.3850275
1265,0.25734848
1266,0.12268666
1267,0.7200134
1268,0.1627512
1269,0.07492159
1270,0.55817544
1271,0.21033499
1272,0.10631302
1273,0.21567784
1274,0.11822859
1275,0.10170382
1276,0.38041353
1277,0.11822859
1278,0.11822859
1279,0.71252704
1280,0.19019139
1281,0.18761261
1282,0.1937947
1283,0.20436384
1284,0.99980485
1285,0.2837395
1286,0.09158601
1287,0.5424484
1288,0.120208725
1289,0.41381267
1290,0.16361795
1291,1.4215142
1292,0.30121088
1293,0.2673255
1294,0.72257376
1295,0.3539168
1296,0.19698483
1297,0.39815348
1298,0.52853405
1299,0.25278822
1300,0.25278822
1301,0.4193389
1302,0.196009
1303,0.11822859
1304,0.90624213
1305,0.39815348
1306,0.1532791
1307,0.17760395
1308,0.39815348
1309,0.11822859
1310,0.11822859
1311,0.22398518
1312,0.87758386
1313,0.1947935
1314,0.36406255
1315,0.11822859
1316,0.48683572
1317,0.2438413
1318,0.83869565
1319,0.20752937
1320,0.20922026
1321,0.1465751
1322,0.11822859
1323,0.34599116
1324,0.2024658
1325,0.61320657
1326,0.11822859
1327,0.11822859
1328,0.2064548
1329,0.13640746
1330,0.11822859
1331,0.11791366
1332,0.11822859
1333,1.7460204
1334,0.21130481
1335,0.13247451
1336,0.11822859
1337,0.43325704
1338,0.1855819
1339,0.2549944
1340,0.11822859
1341,0.11822859
1342,0.4506532
1343,0.091333866
1344,0.11822859
1345,0.08816643
1346,0.11822859
1347,0.16820413
1348,0.12687565
1349,0.62875545
1350,0.11822859
1351,0.20922026
1352,0.11822859
1353,0.16820413
1354,0.3094874
1355,0.39815348
1356,0.20922026
1357,0.21208975
1358,0.08986905
1359,0.715265
1360,0.71252704
1361,0.39815348
1362,0.14481698
1363,0.19457722
1364,0.3359841
1365,0.45977044
1366,0.11120665
1367,0.24859376
1368,0.30206066
1369,0.11822859
1370,0.11822859
1371,0.11822859
1372,0.12088763
1373,0.39815348
1374,0.11822859
1375,0.39815348
1376,0.48369747
1377,0.11822859
1378,0.32541856
1379,0.20922026
1380,0.22580266
1381,0.14709662
1382,0.24562836
1383,0.4366581
1384,0.07796092
1385,0.39815348
1386,0.14323886
1387,0.14962447
1388,0.14841817
1389,0.11822859
1390,0.22505617
1391,0.08590853
1392,0.24363017
1393,0.11822859
1394,0.11822859
1395,0.3860557
1396,0.11822859
1397,0.3570801
1398,0.27798903
1399,0.1758981
1400,0.11822859
1401,0.11822859
1402,0.1465751
1403,0.7008419
1404,0.11822859
1405,0.11822859
1406,0.07430518
1407,0.11822859
1408,0.08652021
1409,0.11822859
1410,0.20922026
1411,0.14547281
1412,0.112564445
1413,0.1465751
1414,0.12088763
1415,0.13158923
1416,0.19990782
1417,0.40753967
1418,0.11463071
1419,0.21486264
1420,0.11822859
1421,0.4032265
1422,0.14973421
1423,0.1962128
1424,0.08849232
1425,0.13876459
1426,0.11822859
1427,0.1260863
1428,0.12071748
1429,0.16479683
1430,0.11822859
1431,0.11959787
1432,0.11822859
1433,0.16983192
1434,0.11822859
1435,0.1675941
1436,0.11822859
1437,0.11822859
1438,0.11822859
1439,0.11822859
1440,0.11822859
1441,0.11822859
1442,0.13062191
1443,0.3674999
1444,0.11822859
1445,0.16413362
1446,0.11822859
1447,0.11822859
1448,0.11822859
1449,0.20922026
1450,0.11822859
1451,0.12229918
1452,0.225306
1453,0.1465751
1454,0.11822859
1455,0.11822859
1456,0.14366885
1457,0.11822859
1458,0.3882096
1459,0.71252704
1460,0.15962294
1461,0.21433157
1462,0.48488325
1463,0.11822859
1464,0.20795017
1465,0.13844192
1466,0.38933194
1467,0.11822859
1468,0.20922026
1469,0.23753855
1470,0.16609994
1471,0.18527484
1472,0.24917622
1473,0.20922026
1474,0.46863285
1475,0.46057186
1476,0.1465751
1477,0.4594611
1478,0.12801464
1479,0.39815348
1480,0.23981936
1481,0.16987762
1482,0.49265242
1483,0.11822859
1484,0.20800702
1485,0.17997916
1486,0.19608262
1487,0.108274415
1488,0.16346398
1489,0.39928672
1490,0.1263393
1491,0.22712652
1492,0.14272021
1493,0.11822859
1494,0.39815348
1495,0.12801464
1496,0.11509597
1497,2.4118242
1498,0.57295585
1499,0.13876459
1500,0.12088763
1501,0.13807729
1502,0.39815348
1503,0.11822859
1504,0.10245338
1505,0.11822859
1506,0.18880025
1507,0.11822859
1508,0.24504551
1509,0.369317
1510,0.084748626
1511,0.13015477
1512,0.11822859
1513,0.11822859
1514,0.39815348
1515,0.11822859
1516,0.11822859
1517,0.17734195
1518,0.20623831
1519,0.15154992
1520,0.11822859
1521,0.39815348
1522,0.3931601
1523,0.16039379
1524,0.38933194
1525,0.11822859
1526,0.12855381
1527,0.1465751
1528,0.1443427
1529,0.13172132
1530,0.21246117
1531,0.39815348
1532,0.36294252
1533,0.11822859
1534,0.11822859
1535,0.11822859
1536,0.5227674
1537,0.11822859
1538,0.39815348
1539,0.35983044
1540,0.11822859
1541,0.11822859
1542,0.11822859
1543,0.19147336
1544,0.13133186
1545,0.11822859
1546,0.11822859
1547,0.17796004
1548,0.41363215
1549,0.25063232
1550,0.11822859
1551,0.39815348
1552,0.11822859
1553,0.08816643
1554,0.11822859
1555,0.33861732
1556,0.20922026
1557,0.11822859
1558,0.39815348
1559,0.23603441
1560,0.1465751
1561,0.20922026
1562,0.11822859
1563,0.20922026
1564,0.11822859
1565,0.11822859
1566,0.19698483
1567,0.12706491
1568,0.11822859
1569,0.11822859
1570,0.11822859
1571,0.11822859
1572,0.11822859
1573,0.11822859
1574,0.41771388
1575,0.11822859
1576,0.11822859
1577,0.11822859
1578,0.15669009
1579,0.11822859
1580,0.11822859
1581,0.11822859
1582,0.6685158
1583,0.3495478
1584,0.25010478
1585,0.11822859
1586,0.11822859
1587,0.20922026
1588,0.11822859
1589,0.18265007
1590,0.1388154
1591,0.11822859
1592,0.11822859
1593,0.12801464
1594,0.11822859
1595,0.11822859
1596,0.11822859
1597,0.11822859
1598,0.11822859
1599,0.11822859
1600,0.11822859
1601,0.11822859
1602,0.12687565
1603,0.11822859
1604,0.11822859
1605,0.10631302
1606,0.11822859
1607,0.11822859
1608,0.39815348
1609,0.39815348
1610,0.11822859
1611,0.11822859
1612,0.11822859
1613,0.48469198
1614,0.11822859
1615,0.38322985
1616,0.11822859
1617,0.11822859
1618,0.43654704
1619,0.11822859
1620,0.09820476
1621,0.5557327
1622,0.11822859
1623,0.11822859
1624,0.11822859
1625,0.11822859
1626,0.11822859
1627,0.68518466
1628,0.13876459
1629,0.11822859
1630,0.11822859
1631,0.11822859
1632,0.11822859
1633,0.11822859
1634,0.11822859
1635,0.11822859
1636,0.11822859
1637,0.11822859
1638,0.12525791
1639,0.11822859
1640,0.111756675
1641,0.11822859
1642,0.11822859
1643,0.11342374
1644,0.22018726
1645,0.11822859
1646,0.1465751
1647,0.5761093
1648,0.11822859
1649,0.11822859
1650,0.11822859
1651,0.16520259
1652,0.11822859
1653,0.49265242
1654,0.71252704
1655,0.21486264
1656,0.46284688
1657,0.3565867
1658,0.11822859
1659,0.44600725
1660,0.11822859
1661,0.069337964
1662,0.11822859
1663,0.11822859
1664,0.83730245
1665,0.11822859
1666,0.111756675
1667,0.11822859
